Title,Authors,Abstract,URL,Paper ID,CleanedTitle,CleanedAuthors,CleanedAbstract,Content,Topic,TopicName
"Revenue management and demand fulfillment: matching applications, models, and software","Rainer Quante, H. Meyr, M. Fleischmann",,https://www.semanticscholar.org/paper/5c5217fd6a18576dd76ec1948698303c5e5dffc0,5c5217fd6a18576dd76ec1948698303c5e5dffc0,revenue management demand fulfillment matching application model software,"Rainer Quante, H. Meyr, M. Fleischmann",,revenue management demand fulfillment matching application model software ,3,3_power_system_planning_voltage
Stereotactic radiosurgery for jugular foramen schwannomas: an international multicenter study.,"H. Kano, A. Meola, Huai-che Yang, Wan-Yuo Guo, R. Martínez‐Álvarez, N. Martínez-Moreno, D. Urgošík, R. Liščák, O. Cohen-Inbar, J. Sheehan, John Y. K. Lee, Mahmoud Abbassy, G. Barnett, D. Mathieu, D. Kondziolka, L. Lunsford","OBJECTIVE
For some jugular foramen schwannomas (JFSs), complete resection is possible but may be associated with significant morbidity. Stereotactic radiosurgery (SRS) is a minimally invasive alternative or adjunct to microsurgery for JFSs. The authors reviewed clinical and imaging outcomes of SRS for patients with these tumors.


METHODS
Nine participating centers of the International Gamma Knife Research Foundation identified 92 patients who underwent SRS between 1990 and 2013. Forty-one patients had prior subtotal microsurgical resection. The median interval between previous surgery and SRS was 15 months (range 0.5-144 months). Eighty-four patients had preexisting cranial nerve (CN) symptoms and signs. The median tumor volume was 4.1 cm3 (range 0.8-22.6 cm3), and the median margin dose was 12.5 Gy (range 10-18 Gy). Patients with neurofibromatosis were excluded from this study.


RESULTS
The median follow-up was 51 months (range 6-266 months). Tumors regressed in 47 patients, remained stable in 33, and progressed in 12. The progression-free survival (PFS) was 93% at 3 years, 87% at 5 years, and 82% at 10 years. In the entire series, only a dumbbell shape (extension extracranially via the jugular foramen) was significantly associated with worse PFS. In the group of patients without prior microsurgery (n = 51), factors associated with better PFS included tumor volume < 6 cm3 (p = 0.037) and non-dumbbell-shaped tumors (p = 0.015). Preexisting cranial neuropathies improved in 27 patients, remained stable in 51, and worsened in 14. The CN function improved after SRS in 12% of patients at 1 year, 24% at 2 years, 27% at 3 years, and 32% at 5 years. Symptomatic adverse radiation effects occurred in 7 patients at a median of 7 months after SRS (range 5-38 months). Six patients underwent repeat SRS at a median of 64 months (range 44-134 months). Four patients underwent resection at a median of 14 months after SRS (range 8-30 months).


CONCLUSIONS
Stereotactic radiosurgery proved to be a safe and effective primary or adjuvant management approach for JFSs. Long-term tumor control rates and stability or improvement in CN function were confirmed.",https://www.semanticscholar.org/paper/20fd3b52656960f6b01d460fa7adb5a83d786826,20fd3b52656960f6b01d460fa7adb5a83d786826,stereotactic radiosurgery jugular foramen schwannomas international multicenter study,"H. Kano, A. Meola, Huai, Wan, R. Martínez‐Álvarez, N. Martínez, D. Urgošík, R. Liščák, O. Cohen, J. Sheehan, John Y. K. Lee, Mahmoud Abbassy, G. Barnett, D. Mathieu, D. Kondziolka, L. Lunsford",objective jugular foramen schwannomas jfss complete resection possible may associated significant morbidity stereotactic radiosurgery sr minimally invasive alternative adjunct microsurgery jfss author reviewed clinical imaging outcome sr patient tumor method nine participating center international gamma knife research foundation identified 92 patient underwent sr 1990 2013. forty-one patient prior subtotal microsurgical resection median interval previous surgery sr 15 month range 0.5-144 month eighty-four patient preexisting cranial nerve cn symptom sign median tumor volume 4.1 cm3 range 0.8-22.6 cm3 median margin dose 12.5 gy range 10-18 gy patient neurofibromatosis excluded study result median follow-up 51 month range 6-266 month tumor regressed 47 patient remained stable 33 progressed 12. progression-free survival pfs 93 3 year 87 5 year 82 10 year entire series dumbbell shape extension extracranially via jugular foramen significantly associated worse pfs group patient without prior microsurgery n 51 factor associated better pfs included tumor volume 6 cm3 p 0.037 non-dumbbell-shaped tumor p 0.015 preexisting cranial neuropathy improved 27 patient remained stable 51 worsened 14. cn function improved sr 12 patient 1 year 24 2 year 27 3 year 32 5 year symptomatic adverse radiation effect occurred 7 patient median 7 month sr range 5-38 month six patient underwent repeat sr median 64 month range 44-134 month four patient underwent resection median 14 month sr range 8-30 month conclusion stereotactic radiosurgery proved safe effective primary adjuvant management approach jfss long-term tumor control rate stability improvement cn function confirmed,stereotactic radiosurgery jugular foramen schwannomas international multicenter study objective jugular foramen schwannomas jfss complete resection possible may associated significant morbidity stereotactic radiosurgery sr minimally invasive alternative adjunct microsurgery jfss author reviewed clinical imaging outcome sr patient tumor method nine participating center international gamma knife research foundation identified 92 patient underwent sr 1990 2013. forty-one patient prior subtotal microsurgical resection median interval previous surgery sr 15 month range 0.5-144 month eighty-four patient preexisting cranial nerve cn symptom sign median tumor volume 4.1 cm3 range 0.8-22.6 cm3 median margin dose 12.5 gy range 10-18 gy patient neurofibromatosis excluded study result median follow-up 51 month range 6-266 month tumor regressed 47 patient remained stable 33 progressed 12. progression-free survival pfs 93 3 year 87 5 year 82 10 year entire series dumbbell shape extension extracranially via jugular foramen significantly associated worse pfs group patient without prior microsurgery n 51 factor associated better pfs included tumor volume 6 cm3 p 0.037 non-dumbbell-shaped tumor p 0.015 preexisting cranial neuropathy improved 27 patient remained stable 51 worsened 14. cn function improved sr 12 patient 1 year 24 2 year 27 3 year 32 5 year symptomatic adverse radiation effect occurred 7 patient median 7 month sr range 5-38 month six patient underwent repeat sr median 64 month range 44-134 month four patient underwent resection median 14 month sr range 8-30 month conclusion stereotactic radiosurgery proved safe effective primary adjuvant management approach jfss long-term tumor control rate stability improvement cn function confirmed,-1,-1_research_study_paper_analysis
NHS Greater Glasgow and Clyde Acute Pharmacy Redesign Project,"Robert Van-Der-Meer, Dominic Chalmers, Emma Dunlop, Pieng-Or Puangpee, K. Jindal",,https://www.semanticscholar.org/paper/a8d5ef8450fba7df8c2e935723dbeb15b9ef72c4,a8d5ef8450fba7df8c2e935723dbeb15b9ef72c4,nh greater glasgow clyde acute pharmacy redesign project,"Robert Van, Dominic Chalmers, Emma Dunlop, Pieng, K. Jindal",,nh greater glasgow clyde acute pharmacy redesign project ,0,0_health_patient_review_study
An Extended Unified Theory of Acceptance and Use of Technology Model for Education Contexts,"Caleb Or, E. Chapman","The United Theory of Acceptance and Use of Technology (UTAUT) model has been widely used to study new technological systems and has proven to be a robust theoretical framework for predicting system intentional use. Many of the UTAUT studies have focused on educational technologies like learning management systems, mobile learning, instructional devices, online collaboration tools and educational services. This paper reviews previous work done on the UTAUT model and proposes an extended model to study educational technology acceptance by introducing additional constructs like usability, learnability and attitude.",https://www.semanticscholar.org/paper/e0bff26a085b918940229461bfe7ca29701bd648,e0bff26a085b918940229461bfe7ca29701bd648,extended unified theory acceptance use technology model education context,"Caleb Or, E. Chapman",united theory acceptance use technology utaut model widely used study new technological system proven robust theoretical framework predicting system intentional use many utaut study focused educational technology like learning management system mobile learning instructional device online collaboration tool educational service paper review previous work done utaut model proposes extended model study educational technology acceptance introducing additional construct like usability learnability attitude,extended unified theory acceptance use technology model education context united theory acceptance use technology utaut model widely used study new technological system proven robust theoretical framework predicting system intentional use many utaut study focused educational technology like learning management system mobile learning instructional device online collaboration tool educational service paper review previous work done utaut model proposes extended model study educational technology acceptance introducing additional construct like usability learnability attitude,4,4_student_learning_language_course
The Wingate Anaerobic Test,"O. Inbar, O. Bar-or, J. Skinner",,https://www.semanticscholar.org/paper/645b9a4a160a707d4c048648349b3be316a7fbb6,645b9a4a160a707d4c048648349b3be316a7fbb6,wingate anaerobic test,"O. Inbar, O. Bar, J. Skinner",,wingate anaerobic test ,6,6_aircraft_unmanned_flight_data
Consenso nacional de diagnóstico y tratamiento del cáncer de pulmón de células no pequeñas,"Óscar Arrieta, E. Alba, ez Luis Felipe Alba-López, za Alicia Acosta-Espinoza, er Jorge Alatorre-Alexander, za José Francisco Alexander-Meza, ez Silvia Rosa Allende-Pérez, ar Salvador Alvarado-Aguilar, te Margarita E Araujo-Navarrete, ne Luis Marcelo Argote-Greene, za Cinthia Alejandra Aquino-Mendoza, os Alma Magdalena Astorga-Ramos, Gaviño Vega, as Alejandro Avilés-Salas, oa Luis Javier Barajas-Figueroa, ga Nimbe Barroso-Quiroga, da Mónica Blake-Cerda, na Paula Anel Cabrera-Galeana, iz Germán Calderillo-Ruiz, ra Alma Delia Campos-Parra, ez Ana María Cano-Valdez, D. Capdeville-García, ga Graciano Castillo-Ortega, ez Catalina Casillas-Suárez, Patricia Castillo-González, J. F. Corona-Cruz, do María Elma Correa-Acevedo, ez Séfora Sonciry Cortez-Ramírez, as Jhony Alberto de la Cruz-Vargas, ar Jaime G de la Garza-Salazar, ya María Dolores de la Mata-Moya, sa Cuauhtémoc de la Peña-Hinojosa, es María Eugenia Domínguez-Flores, H. R. Domínguez-Malagón, ra Luis Manuel Domínguez-Parra, na Alfredo Domínguez-Peregrina, er Jaime Durán-Alcocer, es María Isabel Enríquez-Aceves, os Abelardo Elizondo-Ríos, ez Moisés Dante Escobedo-Sánchez, C. Villafranca, ni José Alberto Flores-Cantisani, ez Juan Pablo Flores-Gutiérrez, na Francisco Franco-Marina, ez Edwin Efraín Franco-González, te Ramón Antonio Franco-Topete, H. F. L. Peña, or Susana Galicia-Amor, Dolores Gallardo-Rincón, ez Armando Gamboa-Domínguez, eu Jorge García-Andreu, ar Claudia María García-Cuéllar, oa María Cecilia García-Sancho-Figueroa, R. García-Torrentera, Raquel Gerson-Cwilich, ez Arturo Gómez-González, ss León Green-Schneeweiss, ez María del Rocío Guillén-Núñez, ez Hilda Gutiérrez-Velázquez, ez Carlos Ibarra-Pérez, E. Juárez-Sánchez, ro Alejandro Juárez-Ramiro, Javier Kelly-García, me Roberto Kuri-Exsome, J. M. Lázaro-León, ez Eucario León-Rodrìguez, na Sara Llanos-Osuna, Ulises Loyola-García, ez José Sullivan López-González, no Francisco Javier López yde Antuñano, de Marco Antonio Loustaunau-Andrade, Eleazar Omar Macedo-Pérez, el Limberth Machado-Villarroel, el Manuel Magallanes-Maciel, ra Luis Martínez-Barrera, lo Jorge Martínez-Cedillo, ez Gloria Martínez-Martínez, za Alfredo Medina-Esparza, Abelardo Meneses-García, Alejandro Mohar-Betancourt, ir Jaime Eduardo Morales Blanhir, J. Morales-Gómez, Daniel Motola-Kuba, uz Marcela Patricia Nájera-Cruz, ia Carolina del Carmen Núñez-Valencia, po María Angélica Ocampo-Ocampo, María Dolores Ochoa-Vázquez, es Carlos A Olivares-Torres, E. Palomar-Lever, co Mario Patiño-Zarco, R. Pérez-Padilla, so Yolanda Rocío Peña-Alonso, mo Alfredo Rafael Pérez-Romo, E. Pérez, Paulo Martín Pinaya-Ruíz, María Adela Pointevin-Chacón, ga Juan José Poot-Braga, ay Rodolfo Posadas-Valay, ez Marcelino Ramírez-Márquez, ez Ivonne Reyes-Martínez, al Julio Robledo-Pascual, id Jerónimo Rodríguez-Cid, C. Rojas-Marín, ma Elizabeth Romero-Bielma, ez Jaime Ernesto Rubio-Gutiérrez, as Julia Angelina Sáenz-Frías, ma Miguel Ángel Salazar-Lezama, ra Karla Sánchez-Lara, E. Martínez, Patricio Santillán-Doherty, va Juan Alejandro-Silva, Jóse Luis Tellez-Becerra, ro Vinicio Toledo-Buenrostro, Luis Torre-Bouscoulet, es Laura Torecillas-Torres, Esteban Torres, V. Tovar-Guzmán, ro Jenny Georgina Turcott-Chaparro, J. Vázquez-Cortés, ez María Eugenia Vázquez-Manríquez, os Natalia Vilches-Cisneros, do José Felipe Villegas-Elizondo, N. Zamboni, no Jesús Zamora-Moreno, ra Juan W Zinser-Sierra",,https://www.semanticscholar.org/paper/55394097881135c03663440d41c035c76fe739f7,55394097881135c03663440d41c035c76fe739f7,consenso nacional de diagnóstico tratamiento del cáncer de pulmón de células pequeñas,"Óscar Arrieta, E. Alba, ez Luis Felipe Alba, za Alicia Acosta, er Jorge Alatorre, za José Francisco Alexander, ez Silvia Rosa Allende, ar Salvador Alvarado, te Margarita E Araujo, ne Luis Marcelo Argote, za Cinthia Alejandra Aquino, os Alma Magdalena Astorga, Gaviño Vega, as Alejandro Avilés, oa Luis Javier Barajas, ga Nimbe Barroso, da Mónica Blake, na Paula Anel Cabrera, iz Germán Calderillo, ra Alma Delia Campos, ez Ana María Cano, D. Capdeville, ga Graciano Castillo, ez Catalina Casillas, Patricia Castillo, J. F. Corona, do María Elma Correa, ez Séfora Sonciry Cortez, as Jhony Alberto de la Cruz, ar Jaime G de la Garza, ya María Dolores de la Mata, sa Cuauhtémoc de la Peña, es María Eugenia Domínguez, H. R. Domínguez, ra Luis Manuel Domínguez, na Alfredo Domínguez, er Jaime Durán, es María Isabel Enríquez, os Abelardo Elizondo, ez Moisés Dante Escobedo, C. Villafranca, ni José Alberto Flores, ez Juan Pablo Flores, na Francisco Franco, ez Edwin Efraín Franco, te Ramón Antonio Franco, H. F. L. Peña, or Susana Galicia, Dolores Gallardo, ez Armando Gamboa, eu Jorge García, ar Claudia María García, oa María Cecilia García, R. García, Raquel Gerson, ez Arturo Gómez, ss León Green, ez María del Rocío Guillén, ez Hilda Gutiérrez, ez Carlos Ibarra, E. Juárez, ro Alejandro Juárez, Javier Kelly, me Roberto Kuri, J. M. Lázaro, ez Eucario León, na Sara Llanos, Ulises Loyola, ez José Sullivan López, no Francisco Javier López yde Antuñano, de Marco Antonio Loustaunau, Eleazar Omar Macedo, el Limberth Machado, el Manuel Magallanes, ra Luis Martínez, lo Jorge Martínez, ez Gloria Martínez, za Alfredo Medina, Abelardo Meneses, Alejandro Mohar, ir Jaime Eduardo Morales Blanhir, J. Morales, Daniel Motola, uz Marcela Patricia Nájera, ia Carolina del Carmen Núñez, po María Angélica Ocampo, María Dolores Ochoa, es Carlos A Olivares, E. Palomar, co Mario Patiño, R. Pérez, so Yolanda Rocío Peña, mo Alfredo Rafael Pérez, E. Pérez, Paulo Martín Pinaya, María Adela Pointevin, ga Juan José Poot, ay Rodolfo Posadas, ez Marcelino Ramírez, ez Ivonne Reyes, al Julio Robledo, id Jerónimo Rodríguez, C. Rojas, ma Elizabeth Romero, ez Jaime Ernesto Rubio, as Julia Angelina Sáenz, ma Miguel Ángel Salazar, ra Karla Sánchez, E. Martínez, Patricio Santillán, va Juan Alejandro, Jóse Luis Tellez, ro Vinicio Toledo, Luis Torre, es Laura Torecillas, Esteban Torres, V. Tovar, ro Jenny Georgina Turcott, J. Vázquez, ez María Eugenia Vázquez, os Natalia Vilches, do José Felipe Villegas, N. Zamboni, no Jesús Zamora, ra Juan W Zinser",,consenso nacional de diagnóstico tratamiento del cáncer de pulmón de células pequeñas ,1,1_clinical_treatment_disease_patient
An individual participant data (IPD) meta-analysis on the attachment network to multiple caregivers,"Or Dagan, P. Fearon, C. Schuengel, M. Verhage, Glenn I. Roisman, K. Bernard, M. Oosterman, R. Duschinsky, van IJzendoorn Mh, M. Bakermans‐Kranenburg","Since the seminal 1992 paper by van IJzendoorn, Sagi, and Lambermon, putting forward the “The multiple caretaker paradox”, relatively little attention has been given to the potential joint effects of the role early attachment network to mother and father play in development. Recently, Dagan and Sagi-Schwartz (2018) have published a paper that attempts to revive this unsettled issue, calling for research on the subject and offering a framework for posing attachment network hypotheses. This Collaboration for Attachment Research Synthesis project attempts to use an Individual Participant Data meta-analyses to test the hypotheses put forward in Dagan and Sagi-Schwartz (2018). Specifically, we test (a) whether the number of secure attachments (0,1, or 2) matter in predicting a range of developmental outcomes, and (b) whether the quality of attachment relationship with one parent contributes more than the other to these outcomes.",https://www.semanticscholar.org/paper/4a402e52398a6e931069d9662b61daf2fd7d3d36,4a402e52398a6e931069d9662b61daf2fd7d3d36,individual participant data ipd meta-analysis attachment network multiple caregiver,"Or Dagan, P. Fearon, C. Schuengel, M. Verhage, Glenn I. Roisman, K. Bernard, M. Oosterman, R. Duschinsky, van IJzendoorn Mh, M. Bakermans‐Kranenburg","since seminal 1992 paper van ijzendoorn sagi lambermon putting forward “ multiple caretaker paradox ” relatively little attention given potential joint effect role early attachment network mother father play development recently dagan sagi-schwartz 2018 published paper attempt revive unsettled issue calling research subject offering framework posing attachment network hypothesis collaboration attachment research synthesis project attempt use individual participant data meta-analyses test hypothesis put forward dagan sagi-schwartz 2018 specifically test whether number secure attachment 0,1 2 matter predicting range developmental outcome b whether quality attachment relationship one parent contributes outcome","individual participant data ipd meta-analysis attachment network multiple caregiver since seminal 1992 paper van ijzendoorn sagi lambermon putting forward “ multiple caretaker paradox ” relatively little attention given potential joint effect role early attachment network mother father play development recently dagan sagi-schwartz 2018 published paper attempt revive unsettled issue calling research subject offering framework posing attachment network hypothesis collaboration attachment research synthesis project attempt use individual participant data meta-analyses test hypothesis put forward dagan sagi-schwartz 2018 specifically test whether number secure attachment 0,1 2 matter predicting range developmental outcome b whether quality attachment relationship one parent contributes outcome",0,0_health_patient_review_study
Examining Co-activation Through Cross-Linguistic Influence among Bilinguals in Spoken Language Processing: Evidence from Eye Movements,"Or-Kan Soh, H. Azman, S. Ho","The aim of this paper is to examine the cross-linguistic influences of both early and late bilinguals in spoken language processing and the differences between them. There were four undergraduates, comprising of two early and two late bilinguals, participated voluntarily in this research. The Tobii X 300 was used as the equipment to be applied when measuring and recording the eye-movements of students. Four conditions, namely between competition, within competition, simultaneous competition, and no competition, were designed as the stimuli. Findings were coded as containing zero or greater-than-zero fixations of each condition (if it was present) along with their respective filler (control). The presence of competition can be measured by employing time course sensitive response measures which is the time to first fixation. The results of this study have illustrated through the presence of cross-linguistic influence in bilinguals that the two languages in the bilinguals mind exist in a state of co-activation regardless of their age of acquisition, consistent with previous studies conducted. However, the age of acquisition of a bilingual’s second language differentiates the type of cross-linguistic influence that a bilingual is likely to face when processing their second language. Keywords: Co-activation; cross-linguistic; early and late bilinguals; spoken language processing; eye tracking",https://www.semanticscholar.org/paper/8d270d722d352236e34263f325ca3bb11dcc4b04,8d270d722d352236e34263f325ca3bb11dcc4b04,examining co-activation cross-linguistic influence among bilingual spoken language processing evidence eye movement,"Or, H. Azman, S. Ho",aim paper examine cross-linguistic influence early late bilingual spoken language processing difference four undergraduate comprising two early two late bilingual participated voluntarily research tobii x 300 used equipment applied measuring recording eye-movements student four condition namely competition within competition simultaneous competition competition designed stimulus finding coded containing zero greater-than-zero fixation condition present along respective filler control presence competition measured employing time course sensitive response measure time first fixation result study illustrated presence cross-linguistic influence bilingual two language bilingual mind exist state co-activation regardless age acquisition consistent previous study conducted however age acquisition bilingual ’ second language differentiates type cross-linguistic influence bilingual likely face processing second language keywords co-activation cross-linguistic early late bilingual spoken language processing eye tracking,examining co-activation cross-linguistic influence among bilingual spoken language processing evidence eye movement aim paper examine cross-linguistic influence early late bilingual spoken language processing difference four undergraduate comprising two early two late bilingual participated voluntarily research tobii x 300 used equipment applied measuring recording eye-movements student four condition namely competition within competition simultaneous competition competition designed stimulus finding coded containing zero greater-than-zero fixation condition present along respective filler control presence competition measured employing time course sensitive response measure time first fixation result study illustrated presence cross-linguistic influence bilingual two language bilingual mind exist state co-activation regardless age acquisition consistent previous study conducted however age acquisition bilingual ’ second language differentiates type cross-linguistic influence bilingual likely face processing second language keywords co-activation cross-linguistic early late bilingual spoken language processing eye tracking,4,4_student_learning_language_course
"Eye Tracking in Measuring the Relation of Anaphor Processing, Reading Fluency and Working Memory (WM) Capacity among University Students","Or-Kan Soh, H. Azman, Shamita Chantherasarathy Naido","This paper aimed at investigating (i) eye movement behaviour as indication of reading fluency during anaphor processing of young adults; (ii) and the relation between eye movement behaviours and Working Memory (WM) among young adults. This experiment used eye-tracking device to study the eye movements and Auditory Working Memory subtest to measure WM capacity. Tobii Eye-tracker was used to measure the movements of eyes for the participants. The results showed that young adults have similar eye movement behaviours, which were inverse typicality effect, as children. However, the score of their WC was similar to past studies whereby a larger WC capacity indicates better accessibility of resources and thus faster resolution of anaphors and antecedents. These findings were analyzed to determine the implications on the research development of eye-tracking towards students’ reading fluency during anaphor processing and its relation to working memory.",https://www.semanticscholar.org/paper/1e91507dcf609893f6e19e740c597975b09858e2,1e91507dcf609893f6e19e740c597975b09858e2,eye tracking measuring relation anaphor processing reading fluency working memory wm capacity among university student,"Or, H. Azman, Shamita Chantherasarathy Naido",paper aimed investigating eye movement behaviour indication reading fluency anaphor processing young adult ii relation eye movement behaviour working memory wm among young adult experiment used eye-tracking device study eye movement auditory working memory subtest measure wm capacity tobii eye-tracker used measure movement eye participant result showed young adult similar eye movement behaviour inverse typicality effect child however score wc similar past study whereby larger wc capacity indicates better accessibility resource thus faster resolution anaphor antecedent finding analyzed determine implication research development eye-tracking towards student ’ reading fluency anaphor processing relation working memory,eye tracking measuring relation anaphor processing reading fluency working memory wm capacity among university student paper aimed investigating eye movement behaviour indication reading fluency anaphor processing young adult ii relation eye movement behaviour working memory wm among young adult experiment used eye-tracking device study eye movement auditory working memory subtest measure wm capacity tobii eye-tracker used measure movement eye participant result showed young adult similar eye movement behaviour inverse typicality effect child however score wc similar past study whereby larger wc capacity indicates better accessibility resource thus faster resolution anaphor antecedent finding analyzed determine implication research development eye-tracking towards student ’ reading fluency anaphor processing relation working memory,4,4_student_learning_language_course
Revisiting Work Engagement from a Moderated-Mediation Vantage Point,"Aharon Tziner, Or Shkoler, Bat El Bat Zur","espanolEste trabajo trata de arrojar luz sobre (1) la inversion de tiempo y esfuerzo en trabajo duro (HWI) como mecanismo mediador entre la motivacion intrinseca/extrinseca (predictores) y la implicacion en el trabajo como resultado y (2) el efecto moderador del tipo de contrato laboral (empleados fijos frente a temporales) en la asociacion entre motivacion laboral y HWI. Se recogieron datos de 242 sujetos empleados en alta tecnologia, de los cuales el 68.2% eran ingenieros y el 31.8% estudiantes de ingenieria. Aparte de las relaciones correlacionales, unicamente la inversion en esfuerzo (y no en tiempo) es mediador parcial de la relacion entre motivacion extrinseca e implicacion en el trabajo, pero es una variable supresora de la motivacion intrinseca. Ademas, se encontro que las asociaciones entre motivacion intrinseca/extrinseca y HWI eran mas solidas en los empleados temporales. Se comentan las implicaciones teoricas y practicas, asi como sugerencias para la investigacion futura. EnglishThis paper aimed to shed light on (1) heavy-work investment (HWI) of time and efforts as a mediational mechanism between intrinsic/extrinsic motivation (predictors) and work engagement (WE) as an outcome, and (2) the moderation effect of employment contract type (permanent vs. temporary employees) on the association between work motivation and HWI. Data from 242 high-tech subjects – engineers (68.2%) and engineering students (31.8%) – was collected. Apart from correlational relationships, only investment of effort (and not time) is a partial mediator in the relationship between extrinsic motivation and WE, but is a suppressor variable for intrinsic motivation. Moreover, the associations between intrinsic/extrinsic motivation and HWI were found stronger for temporary employees. Theoretical and practical implications and future research suggestions are discussed.",https://www.semanticscholar.org/paper/12b7b88af8b0d42d2beb5851799b653c0c6bf37a,12b7b88af8b0d42d2beb5851799b653c0c6bf37a,revisiting work engagement moderated-mediation vantage point,"Aharon Tziner, Or Shkoler, Bat El Bat Zur",espanoleste trabajo trata de arrojar luz sobre 1 la inversion de tiempo esfuerzo en trabajo duro hwi como mecanismo mediador entre la motivacion intrinseca/extrinseca predictores la implicacion en el trabajo como resultado 2 el efecto moderador del tipo de contrato laboral empleados fijos frente temporales en la asociacion entre motivacion laboral hwi se recogieron datos de 242 sujetos empleados en alta tecnologia de los cuales el 68.2 eran ingenieros el 31.8 estudiantes de ingenieria aparte de la relaciones correlacionales unicamente la inversion en esfuerzo en tiempo e mediador parcial de la relacion entre motivacion extrinseca e implicacion en el trabajo pero e una variable supresora de la motivacion intrinseca ademas se encontro que la asociaciones entre motivacion intrinseca/extrinseca hwi eran ma solidas en los empleados temporales se comentan la implicaciones teoricas practicas asi como sugerencias para la investigacion futura englishthis paper aimed shed light 1 heavy-work investment hwi time effort mediational mechanism intrinsic/extrinsic motivation predictor work engagement outcome 2 moderation effect employment contract type permanent vs. temporary employee association work motivation hwi data 242 high-tech subject – engineer 68.2 engineering student 31.8 – collected apart correlational relationship investment effort time partial mediator relationship extrinsic motivation suppressor variable intrinsic motivation moreover association intrinsic/extrinsic motivation hwi found stronger temporary employee theoretical practical implication future research suggestion discussed,revisiting work engagement moderated-mediation vantage point espanoleste trabajo trata de arrojar luz sobre 1 la inversion de tiempo esfuerzo en trabajo duro hwi como mecanismo mediador entre la motivacion intrinseca/extrinseca predictores la implicacion en el trabajo como resultado 2 el efecto moderador del tipo de contrato laboral empleados fijos frente temporales en la asociacion entre motivacion laboral hwi se recogieron datos de 242 sujetos empleados en alta tecnologia de los cuales el 68.2 eran ingenieros el 31.8 estudiantes de ingenieria aparte de la relaciones correlacionales unicamente la inversion en esfuerzo en tiempo e mediador parcial de la relacion entre motivacion extrinseca e implicacion en el trabajo pero e una variable supresora de la motivacion intrinseca ademas se encontro que la asociaciones entre motivacion intrinseca/extrinseca hwi eran ma solidas en los empleados temporales se comentan la implicaciones teoricas practicas asi como sugerencias para la investigacion futura englishthis paper aimed shed light 1 heavy-work investment hwi time effort mediational mechanism intrinsic/extrinsic motivation predictor work engagement outcome 2 moderation effect employment contract type permanent vs. temporary employee association work motivation hwi data 242 high-tech subject – engineer 68.2 engineering student 31.8 – collected apart correlational relationship investment effort time partial mediator relationship extrinsic motivation suppressor variable intrinsic motivation moreover association intrinsic/extrinsic motivation hwi found stronger temporary employee theoretical practical implication future research suggestion discussed,5,5_employee_work_organizational_organization
RESEARCH AND TEACHING:,"OR Substitutes, J. Quiggin",,https://www.semanticscholar.org/paper/7618a2576fce57d34169254b71fac0a14c735112,7618a2576fce57d34169254b71fac0a14c735112,research teaching,"OR Substitutes, J. Quiggin",,research teaching ,4,4_student_learning_language_course
A Silent Microwave Drill for Deep Holes in Concrete,"E. Jerby, Yuri Nerovny, Y. Meir, Or Korin, R. Peleg, Y. Shamir","This paper presents a mechanically assisted microwave drill (MWD) capable of drilling 26-cm-deep 12-mm-diameter holes in concrete. This record significantly extends the inherent  $\lambda $ /4-depth capability (~1.5 cm at 2.45 GHz) of the basic MWD scheme. Compared with conventional mechanical drills, this MWD is characterized by a relatively silent and vibration-free operation, but its drilling speed is yet slower than 1 cm/min. This paper reviews the fundamental MWD mechanism (utilizing localized microwave heating and thermal-runaway instability), and extends it for deeper holes by also using the coaxial applicator as a slowly rotating hollow reamer to remove the debris. The MWD prototype is introduced, including its adaptive impedance matching and remote-operation features, and its experimental results are presented. Theoretical and practical MWD aspects are discussed, and potential developments are indicated (e.g., for faster drilling and iron-rebar cutting). The present MWD performance can be useful for specific applications which critically require silent drilling operations in concrete.",https://www.semanticscholar.org/paper/19c09abcc90e59bce449f834e0a6a6b5f8f26619,19c09abcc90e59bce449f834e0a6a6b5f8f26619,silent microwave drill deep hole concrete,"E. Jerby, Yuri Nerovny, Y. Meir, Or Korin, R. Peleg, Y. Shamir",paper present mechanically assisted microwave drill mwd capable drilling 26-cm-deep 12-mm-diameter hole concrete record significantly extends inherent \lambda /4-depth capability ~1.5 cm 2.45 ghz basic mwd scheme compared conventional mechanical drill mwd characterized relatively silent vibration-free operation drilling speed yet slower 1 cm/min paper review fundamental mwd mechanism utilizing localized microwave heating thermal-runaway instability extends deeper hole also using coaxial applicator slowly rotating hollow reamer remove debris mwd prototype introduced including adaptive impedance matching remote-operation feature experimental result presented theoretical practical mwd aspect discussed potential development indicated e.g. faster drilling iron-rebar cutting present mwd performance useful specific application critically require silent drilling operation concrete,silent microwave drill deep hole concrete paper present mechanically assisted microwave drill mwd capable drilling 26-cm-deep 12-mm-diameter hole concrete record significantly extends inherent \lambda /4-depth capability ~1.5 cm 2.45 ghz basic mwd scheme compared conventional mechanical drill mwd characterized relatively silent vibration-free operation drilling speed yet slower 1 cm/min paper review fundamental mwd mechanism utilizing localized microwave heating thermal-runaway instability extends deeper hole also using coaxial applicator slowly rotating hollow reamer remove debris mwd prototype introduced including adaptive impedance matching remote-operation feature experimental result presented theoretical practical mwd aspect discussed potential development indicated e.g. faster drilling iron-rebar cutting present mwd performance useful specific application critically require silent drilling operation concrete,-1,-1_research_study_paper_analysis
